CASE,SERIAL,REF,QUESTNNR,MODE,STARTED,DE01_01,DE02,DE02_03,DE03,EM01,EM02,EM03,LA01,LA02_01,LA02_02,LA02_03,LA02_04,LA02_05,LA02_06,LA02_07,LA02_08,LA03,LA04,LA05,LA06,LA07_01,LA08_01,LG01,LG02,LG03,LG04,LG11,LG12,LG05,LG06,LG13,LG07,LG14,LG10,LG08_01,LG15_01,LO01,LO02,LO02s,LO03,LO04,LO05,LO09,LO06,LO07,LO07s,LO08,LO08_03,LO10,LO10s,LO11,LO11s,LU01,LU01_01,LU01_02,LU01_03,LU01_04,LU01_05,LU01_06,LU01_07,LU01_08,LU01_09,LU01_10,LU01_11,LU01_12,LU01_15,LU01_13,LU01_14,LU02,LU02_09,LU02_10,LU02_01,LU02_02,LU02_03,LU02_04,LU02_05,LU02_06,LU02_07,LU02_08,LU03,LU03_01,LU03_02,LU03_03,LU03_04,LU03_05,LU03_06,LU03_07,LU03_08,LU03_09,LU03_10,LU03_11,LU03_12,LU03_13,LU03_14,LU03_15,LU03_16,LU03_17,LU03_18,LU03_19,LU03_20,LU04,LU05,PL01,PL02,PL03,RW01,RW02,RW03,RW03_01,RW03_08,RW03_07,RW03_06,RW03_03,RW03_02,RW03_09,RW03_04,RW03_05,RW04,RW04_01,RW04_02,RW04_03,RW04_04,RW04_05,RW04_06,XT01_01,XT01_02,XT01_03,XT01_04,XT01_05,XT01_06,XT01_07,XT01_08,XT01_09,XT01_10,XT01_11,XT01_12,XT01_13,XT01_14,XT01_15,XT02,TIME001,TIME002,TIME003,TIME004,TIME005,TIME006,TIME007,TIME008,TIME009,TIME010,TIME011,TIME012,TIME013,TIME014,TIME015,TIME016,TIME017,TIME018,TIME019,TIME020,TIME_SUM,MAILSENT,LASTDATA,FINISHED,Q_VIEWER,LASTPAGE,MAXPAGE,MISSING,MISSREL,TIME_RSI
718,NA,NA,main-q,interview,2023-09-07T21:26:23Z,22,Uomo,NA,Diploma di maturità/certificato professionale,Studentessa/Studente,NA,Architettura e ingegneria edile-architettura (quinquennale) (LM-4 C.U.),Positiva,2,4,7,7,4,7,2,1,Sì,Sì,NA,NA,NA,NA,Prevalentemente in italiano,Prevalentemente in italiano,No,NA,NA,NA,Prevalentemente in italiano,"Sì, lo capisco molto bene","Sì, lo capisco molto bene","Sì, lo parlo molto bene","Sì, lo parlo molto bene",Lo parlo qualche volta,NA,Ma vostra nona non ve fa a poenta tute le settimane?,Sì,1678,NA,Per più di 10 anni,No,Sì,NA,No,3113,NA,NA,NA,NA,NA,NA,NA,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Spesso,Molto spesso,Per nulla offensiva,Molto,Abbastanza,No,No,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,4,1,5,2,4,2,4,5,2,2,5,4,2,1,"Sì, voglio rispondere all'ulteriore quesito",44,8,66,6,7,NA,10,4,5,23,6,29,176,14,42,NA,NA,24,95,88,647,NA,2023-09-07T21:37:10Z,TRUE,FALSE,20,20,2,1,1.14
719,NA,NA,main-q,interview,2023-09-07T21:26:53Z,19,Donna,NA,Diploma di maturità/certificato professionale,Studentessa/Studente,NA,Lingue e culture moderne (L-11),Positiva,4,3,7,4,3,7,4,2,Sì,Indifferente,NA,NA,NA,NA,In italiano e in dialetto con la stessa frequenza,Prevalentemente in italiano,No,NA,NA,NA,In italiano e in dialetto in stessa misura,NA,"Sì, lo capisco molto bene",NA,Così così,Lo parlo qualche volta,NA,Ma to nona no te a fa mia  a poenta tutte le semane ,Sì,4370,NA,Per più di 10 anni,No,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50/50,Spesso,Per nulla offensiva,NA,NA,Sì,No,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,24,6,NA,NA,NA,6,30,24,6,21,227,44,59,NA,NA,30,NA,NA,494,NA,2023-09-07T21:35:07Z,FALSE,FALSE,18,18,3,1,1.03
720,NA,NA,main-q,interview,2023-09-07T21:27:32Z,18,Uomo,NA,Diploma di maturità/certificato professionale,Studentessa/Studente,NA,Scienze e tecnologie informatiche (L-31),Indifferente,4,4,5,4,3,4,4,3,Sì,Sì,NA,NA,NA,NA,In italiano e in dialetto con la stessa frequenza,Prevalentemente in italiano,No,NA,NA,NA,Prevalentemente in italiano,"Sì, lo capisco bene","Sì, lo capisco bene",Così così,Così così,Lo parlo qualche volta,NA,Ma vostra nonna ve fa ła mìa ła połenta tutte e setimane? ,Sì,2085,NA,Per più di 10 anni,No,Sì,NA,No,3447,NA,NA,NA,NA,NA,NA,NA,3,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Spesso,Alcune volte,Per nulla offensiva,NA,NA,Sì,No,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,10,30,14,6,NA,12,5,78,21,6,24,162,30,63,NA,NA,22,NA,NA,547,NA,2023-09-07T21:36:39Z,FALSE,FALSE,18,18,2,1,0.83
722,NA,NA,main-q,interview,2023-09-07T21:30:49Z,14,Uomo,NA,Licenza di scuola media,Studentessa/Studente,NA,[NA] Not answered,Indifferente,4,3,6,5,4,7,4,4,Sì,Sì,NA,NA,NA,NA,In italiano e in dialetto con la stessa frequenza,In italiano e in dialetto con la stessa frequenza,No,NA,NA,NA,In italiano e in dialetto in stessa misura,NA,"Sì, lo capisco molto bene",NA,"Sì, lo parlo bene",Lo parlo spesso,"inglese, tedesco",non fa la mia tute le stimane la polenta to nona,Sì,4416,NA,Per più di 10 anni,No,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,8,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,3,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,16,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,Spesso,Spesso,Per nulla offensiva,Molto,Abbastanza,Sì,Sì,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No, voglio terminare il questionario ora",5,11,25,22,NA,NA,NA,6,15,22,15,48,143,36,98,NA,NA,25,62,NA,533,NA,2023-09-07T21:39:42Z,TRUE,FALSE,19,19,2,2,1.03
723,NA,NA,main-q,interview,2023-09-07T21:31:50Z,23,Donna,NA,Laurea triennale,Studentessa/Studente,NA,Ingegneria dell’informazione (L-8),Indifferente,4,4,4,4,4,4,4,4,Sì,Sì,NA,NA,NA,NA,Prevalentemente in dialetto,Prevalentemente in italiano,No,NA,NA,NA,Prevalentemente in italiano,NA,"Sì, lo capisco molto bene",NA,Così così,Lo parlo raramente,NA,'N va la fa brisa la polenta tute le smane?,Sì,2721,NA,Per più di 10 anni,No,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,6,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Spesso,Alcune volte,Neutra,Molto,Molto,No,No,6,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No, voglio terminare il questionario ora",12,7,26,6,NA,NA,NA,4,11,15,4,12,117,21,32,NA,NA,11,35,NA,313,NA,2023-09-07T21:37:03Z,TRUE,FALSE,19,19,2,1,1.62
728,NA,NA,main-q,interview,2023-09-07T21:35:14Z,18,Uomo,NA,Licenza di scuola media,Studentessa/Studente,NA,[NA] Not answered,Positiva,4,3,6,4,2,6,4,3,Sì,Indifferente,NA,NA,NA,NA,Prevalentemente in italiano,Prevalentemente in italiano,No,NA,NA,NA,Né in italiano né in dialetto,NA,"Sì, lo capisco bene",NA,"Sì, ma molto poco",Lo parlo raramente,francese,ma la nona non ve fea mia la poenta tutte le settimane a voi altri?,Sì,2926,NA,Per più di 10 anni,No,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Molto spesso,Alcune volte,Per nulla offensiva,Del tutto,Abbastanza,No,No,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,5,2,5,3,5,1,4,3,1,1,5,5,1,1,"Sì, voglio rispondere all'ulteriore quesito",9,15,47,10,NA,NA,NA,14,48,42,11,51,219,62,104,NA,NA,33,285,160,1110,NA,2023-09-07T21:53:45Z,TRUE,FALSE,20,20,2,1,0.64
730,NA,NA,main-q,interview,2023-09-07T21:36:32Z,NA,NA,NA,NA,Studentessa/Studente,NA,[NA] Not answered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prevalentemente in dialetto,Prevalentemente in dialetto,No,NA,NA,NA,In italiano e in dialetto in stessa misura,NA,"Sì, lo capisco molto bene",NA,"Sì, lo parlo molto bene",NA,NA,NA,Sì,4370,NA,Per più di 10 anni,No,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Molto spesso,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,16,32,6,NA,NA,NA,9,22,35,13,22,NA,NA,NA,NA,NA,NA,NA,NA,170,NA,2023-09-07T21:39:22Z,FALSE,FALSE,12,12,13,9,0.87
731,NA,NA,main-q,interview,2023-09-07T21:36:37Z,55,Uomo,NA,Diploma di maturità/certificato professionale,Lavoratrice/Lavoratore,Fabbricazione e attività manifatturiere,NA,Positiva,4,4,5,4,3,5,4,5,Sì,Sì,NA,NA,NA,NA,Prevalentemente in dialetto,Prevalentemente in dialetto,Sì,Prevalentemente in italiano,Prevalentemente in italiano,Prevalentemente in italiano,NA,NA,"Sì, lo capisco molto bene",NA,"Sì, lo parlo molto bene",Lo parlo spesso,Inglese e Spagnolo,Ma to nona non ve fa la poenta tute le settimane?,Sì,3587,NA,Per più di 10 anni,Sì,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,7,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Molto spesso,Alcune volte,Poco offensiva,Per nulla,Per nulla,Sì,Sì,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sì, voglio rispondere all'ulteriore quesito",15,7,38,6,NA,NA,NA,7,33,28,15,28,121,39,68,NA,NA,20,31,NA,456,NA,2023-09-07T21:44:13Z,FALSE,FALSE,19,19,0,0,1.01
732,NA,NA,main-q,interview,2023-09-07T21:37:50Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,2023-09-07T21:38:29Z,FALSE,FALSE,2,2,0,0,0.85
733,NA,NA,main-q,interview,2023-09-07T21:39:14Z,21,Donna,NA,Diploma di maturità/certificato professionale,Studentessa/Studente,NA,Scienze zootecniche e tecnologie delle produzioni animali (L-38),Indifferente,4,3,6,4,5,6,4,4,Sì,No,NA,NA,Perché è una cosa culturale che va appresa a casa ,NA,In italiano e in dialetto con la stessa frequenza,Prevalentemente in italiano,No,NA,NA,NA,Prevalentemente in italiano,NA,"Sì, lo capisco molto bene",NA,Così così,Lo parlo qualche volta,Inglese ,Ma vostra nona non ve la fa mia a poenta tute le settimane? ,Sì,2079,NA,Per più di 10 anni,Sì,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50/50,50/50,Per nulla offensiva,Molto,Molto,Sì,Sì,3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No, voglio terminare il questionario ora",25,8,21,5,NA,NA,NA,7,34,24,8,32,107,51,73,NA,17,21,81,NA,514,NA,2023-09-07T21:47:48Z,TRUE,FALSE,19,19,0,0,1.03
734,NA,NA,main-q,interview,2023-09-07T21:40:26Z,24,Uomo,NA,Diploma di maturità/certificato professionale,Lavoratrice/Lavoratore,Servizi IT e altri servizi informativi,NA,Positiva,6,4,7,4,6,6,4,4,Sì,Sì,NA,NA,NA,NA,Prevalentemente in dialetto,In italiano e in dialetto con la stessa frequenza,No,NA,NA,NA,Prevalentemente in italiano,NA,"Sì, lo capisco molto bene",NA,"Sì, lo parlo molto bene",Lo parlo spesso,Inglese,Ma vostra nona vea fa mia ea poenta tute e stimane? ,Sì,3447,NA,Per più di 10 anni,No,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,4,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,8,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,50/50,Molto spesso,Per nulla offensiva,Molto,Abbastanza,Sì,No,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2,5,2,5,2,5,1,4,2,1,1,5,5,1,1,"Sì, voglio rispondere all'ulteriore quesito",18,5,14,5,NA,NA,NA,6,22,20,4,18,101,32,49,NA,NA,12,57,101,464,NA,2023-09-07T21:48:10Z,TRUE,FALSE,20,20,0,0,1.33
735,NA,NA,main-q,interview,2023-09-07T21:40:34Z,15,Uomo,NA,Licenza di scuola media,Studentessa/Studente,NA,[NA] Not answered,Positiva,4,4,4,4,4,4,4,7,Sì,Sì,NA,NA,NA,NA,Prevalentemente in dialetto,Prevalentemente in dialetto,No,NA,NA,NA,Prevalentemente in dialetto,NA,"Sì, lo capisco molto bene",NA,"Sì, lo parlo molto bene",Lo parlo spesso,"Lingua veneta, lingua italiana, lingua inglese",Ma vostra nona nó ve la fa la polenta tute le stimane?,Sì,2372,NA,Per più di 10 anni,No,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,12,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Alcune volte,Molto spesso,Neutra,Per nulla,Per nulla,Sì,No,5,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,4,5,1,5,4,5,2,5,4,1,4,5,5,1,4,"Sì, voglio rispondere all'ulteriore quesito",2,2,5,8,NA,NA,NA,4,21,28,7,61,202,52,86,NA,NA,25,130,272,905,NA,2023-09-07T21:55:39Z,TRUE,FALSE,20,20,2,1,1.23
736,NA,NA,main-q,interview,2023-09-07T21:40:49Z,20,Uomo,NA,Diploma di maturità/certificato professionale,Lavoratrice/Lavoratore,Fabbricazione e attività manifatturiere,NA,Indifferente,5,4,5,5,5,5,4,4,Sì,Sì,NA,NA,NA,NA,In italiano e in dialetto con la stessa frequenza,Prevalentemente in italiano,No,NA,NA,NA,In italiano e in dialetto in stessa misura,NA,"Sì, lo capisco bene",NA,"Sì, lo parlo bene",Lo parlo qualche volta,NA,Ma vostra nonna non a faea a polenta tutte e settimane?,Sì,2725,NA,Per più di 10 anni,No,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,8,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50/50,Spesso,Abbastanza offensiva,Abbastanza,Abbastanza,Sì,No,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,4,4,3,5,4,5,1,5,4,3,1,2,5,3,1,"Sì, voglio rispondere all'ulteriore quesito",12,8,14,7,NA,NA,NA,5,36,19,8,16,133,29,42,NA,NA,12,67,99,507,NA,2023-09-07T21:49:16Z,TRUE,FALSE,20,20,2,1,1.23
737,NA,NA,main-q,interview,2023-09-07T21:42:49Z,15,Uomo,NA,Licenza di scuola media,Studentessa/Studente,NA,[NA] Not answered,Positiva,7,4,7,7,4,7,4,1,Sì,Sì,NA,NA,NA,NA,Prevalentemente in italiano,Prevalentemente in italiano,No,NA,NA,NA,In italiano e in dialetto in stessa misura,NA,"Sì, lo capisco molto bene",NA,"Sì, lo parlo bene",Lo parlo qualche volta,"Inglese, tedesco, norvegese, veneto",Ma vuestra nona no fâs us la polenta dutis lis stimanis?,Sì,114,NA,Per più di 10 anni,No,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,8,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Mai,Spesso,Per nulla offensiva,NA,NA,Sì,Sì,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,17,9,NA,NA,NA,6,11,52,17,52,145,57,34,NA,NA,23,30,NA,465,NA,2023-09-07T21:50:34Z,FALSE,FALSE,19,19,3,2,1.26
738,NA,NA,main-q,interview,2023-09-07T21:45:07Z,25,Donna,NA,Laurea triennale,Studentessa/Studente,NA,Ingegneria industriale (L-9),Positiva,4,3,4,4,3,7,4,1,Sì,Sì,NA,NA,NA,NA,In italiano e in dialetto con la stessa frequenza,Prevalentemente in italiano,No,NA,NA,NA,In italiano e in dialetto in stessa misura,"Sì, lo capisco bene","Sì, lo capisco bene",Così così,Così così,Lo parlo qualche volta,NA,Ma vostra nona no ve a fa a poenta tuti i di,Sì,2641,NA,Per più di 10 anni,No,Sì,NA,No,4156,NA,NA,NA,NA,NA,NA,NA,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Mai,50/50,Per nulla offensiva,Abbastanza,Abbastanza,Sì,No,7,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No, voglio terminare il questionario ora",30,6,18,9,7,NA,6,3,14,17,5,17,141,27,44,NA,NA,10,35,NA,389,NA,2023-09-07T21:51:36Z,TRUE,FALSE,19,19,2,1,1.37
739,NA,NA,main-q,interview,2023-09-07T21:45:10Z,24,Uomo,NA,Laurea triennale,Lavoratrice/Lavoratore,Trasporto e magazzinaggio,NA,Indifferente,3,3,5,4,5,4,4,3,Sì,No,NA,NA,"L'educazione scolastica e parentale sono diverse e si dividono parte dello sviluppo dell'individuo. Il dialetto è strettamente culturale è a mio parere giusto che venga insegnato dalla famiglia o dalla sfera culturale, come i coetanei e i parenti. A scuola è giusto concentrarsi su materie non strettamente legate al territori. Tuttavia un corso extracurricolare per interessati non la trovo una cattiva idea.",NA,Prevalentemente in italiano,Prevalentemente in italiano,No,NA,NA,NA,Prevalentemente in italiano,"Sì, lo capisco molto bene","Sì, lo capisco molto bene","Sì, lo parlo bene","Sì, lo parlo bene",Lo parlo spesso,NA,Ma vostra nona la fala la polenta tutte le stimane,Sì,3899,NA,Per più di 10 anni,Sì,Sì,NA,No,4370,NA,NA,NA,NA,NA,NA,NA,7,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,9,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Molto spesso,Spesso,Per nulla offensiva,Del tutto,Del tutto,Sì,No,3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,4,2,5,3,3,2,5,3,2,1,5,4,2,1,"Sì, voglio rispondere all'ulteriore quesito",61,5,38,7,3,NA,7,9,29,33,8,36,260,46,105,NA,521,15,110,168,982,NA,2023-09-07T22:09:32Z,TRUE,FALSE,20,20,2,1,0.82
